pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2015-06-26,midpoint,BUY1,BUY,100.0,138.459,137.661,SL,-79.8,-7980.0,90024,90093
EURJPY,2015-06-26,midpoint,SELL1,SELL,130.0,138.459,137.661,TP,79.8,10374.0,90024,90093
EURJPY,2015-06-27,midpoint,BUY1,BUY,100.0,138.269,137.799,SL,-47.0,-4700.0,90048,90093
EURJPY,2015-06-27,midpoint,SELL1,SELL,130.0,138.269,137.799,TP,47.0,6110.0,90048,90093
EURJPY,2015-06-30,midpoint,BUY1,BUY,100.0,137.608,134.417,SL,-319.1,-31910.0,90120,90261
EURJPY,2015-06-30,midpoint,SELL1,SELL,130.0,137.608,134.417,TP,319.1,41483.0,90120,90261
EURJPY,2015-07-04,midpoint,BUY1,BUY,100.0,136.425,135.91,SL,-51.5,-5150.0,90216,90261
EURJPY,2015-07-04,midpoint,SELL1,SELL,130.0,136.425,135.91,TP,51.5,6695.0,90216,90261
EURJPY,2015-07-07,midpoint,BUY1,BUY,100.0,135.511,134.559,SL,-95.2,-9520.0,90288,90296
EURJPY,2015-07-07,midpoint,SELL1,SELL,130.0,135.511,134.559,TP,95.2,12376.0,90288,90296
EURJPY,2015-07-08,midpoint,BUY1,BUY,100.0,134.881,133.509,SL,-137.2,-13720.0,90312,90326
EURJPY,2015-07-08,midpoint,SELL1,SELL,130.0,134.881,133.509,TP,137.2,17836.0,90312,90326
EURJPY,2015-07-10,midpoint,BUY1,BUY,100.0,134.616,135.26299999999998,TP,64.7,6470.0,90360,90362
EURJPY,2015-07-10,midpoint,SELL1,SELL,130.0,134.616,136.694,TIME_EXIT,-207.8,-27014.0,90360,90791
EURJPY,2015-07-11,midpoint,BUY1,BUY,100.0,136.947,137.486,TP,53.9,5390.0,90384,90438
EURJPY,2015-07-11,midpoint,SELL1,SELL,130.0,136.947,134.34,TP,260.7,33891.0,90384,90597
EURJPY,2015-07-13,midpoint,BUY1,BUY,100.0,136.333,137.147,TP,81.4,8140.0,90432,90438
EURJPY,2015-07-13,midpoint,SELL1,SELL,130.0,136.333,135.548,TP,78.5,10205.0,90432,90461
EURJPY,2015-07-22,midpoint,BUY1,BUY,100.0,135.47,135.95999999999998,TP,49.0,4900.0,90648,90679
EURJPY,2015-07-22,midpoint,SELL1,SELL,130.0,135.47,136.192,TIME_EXIT,-72.2,-9386.0,90648,91079
EURJPY,2015-07-24,midpoint,BUY1,BUY,100.0,136.11,136.637,TP,52.7,5270.0,90696,90775
EURJPY,2015-07-24,midpoint,SELL1,SELL,130.0,136.11,135.481,TP,62.9,8177.0,90696,90978
EURJPY,2015-07-25,midpoint,BUY1,BUY,100.0,135.92,136.48,TP,56.0,5600.0,90720,90775
EURJPY,2015-07-25,midpoint,SELL1,SELL,130.0,135.92,135.529,TP,39.1,5083.0,90720,90977
EURJPY,2015-07-28,midpoint,BUY1,BUY,100.0,136.693,135.75,SL,-94.3,-9430.0,90792,90854
EURJPY,2015-07-28,midpoint,SELL1,SELL,130.0,136.693,135.75,TP,94.3,12259.0,90792,90854
EURJPY,2015-07-29,midpoint,BUY1,BUY,100.0,136.735,136.368,SL,-36.7,-3670.0,90816,90821
EURJPY,2015-07-29,midpoint,SELL1,SELL,130.0,136.735,136.368,TP,36.7,4771.0,90816,90821
EURJPY,2015-08-07,midpoint,BUY1,BUY,100.0,136.257,135.803,BOTH_SL,-45.4,-4540.0,91032,91044
EURJPY,2015-08-07,midpoint,SELL1,SELL,130.0,136.257,135.803,TP,45.4,5902.0,91032,91044
EURJPY,2015-08-08,midpoint,BUY1,BUY,100.0,136.192,136.92399999999998,TP,73.2,7320.0,91056,91119
EURJPY,2015-08-08,midpoint,SELL1,SELL,130.0,136.192,136.978,TIME_EXIT,-78.6,-10218.0,91056,91487
EURJPY,2015-08-12,midpoint,BUY1,BUY,100.0,138.126,138.57,TP,44.4,4440.0,91152,91156
EURJPY,2015-08-12,midpoint,SELL1,SELL,130.0,138.126,136.787,TP,133.9,17407.0,91152,91453
EURJPY,2015-08-25,midpoint,BUY1,BUY,100.0,137.673,135.993,SL,-168.0,-16800.0,91464,91502
EURJPY,2015-08-25,midpoint,SELL1,SELL,130.0,137.673,135.993,TP,168.0,21840.0,91464,91502
EURJPY,2015-08-28,midpoint,BUY1,BUY,100.0,136.065,136.57,TP,50.5,5050.0,91536,91543
EURJPY,2015-08-28,midpoint,SELL1,SELL,130.0,136.065,135.259,TP,80.6,10478.0,91536,91640
EURJPY,2015-09-10,midpoint,BUY1,BUY,100.0,134.892,135.392,TP,50.0,5000.0,91848,91852
EURJPY,2015-09-10,midpoint,SELL1,SELL,130.0,134.892,134.246,TP,64.6,8398.0,91848,92143
EURJPY,2015-09-11,midpoint,BUY1,BUY,100.0,136.129,136.575,TP,44.6,4460.0,91872,91887
EURJPY,2015-09-11,midpoint,SELL1,SELL,130.0,136.129,134.75,TP,137.9,17927.0,91872,92136
EURJPY,2015-09-12,midpoint,BUY1,BUY,100.0,136.681,135.726,SL,-95.5,-9550.0,91896,91958
EURJPY,2015-09-12,midpoint,SELL1,SELL,130.0,136.681,135.726,TP,95.5,12415.0,91896,91958
EURJPY,2015-09-16,midpoint,BUY1,BUY,100.0,135.716,136.611,TP,89.5,8950.0,91992,92008
EURJPY,2015-09-16,midpoint,SELL1,SELL,130.0,135.716,134.996,TP,72.0,9360.0,91992,92126
EURJPY,2015-09-17,midpoint,BUY1,BUY,100.0,136.108,136.82999999999998,TP,72.2,7220.0,92016,92023
EURJPY,2015-09-17,midpoint,SELL1,SELL,130.0,136.108,135.154,TP,95.4,12402.0,92016,92126
EURJPY,2015-09-18,midpoint,BUY1,BUY,100.0,136.935,136.107,SL,-82.8,-8280.0,92040,92055
EURJPY,2015-09-18,midpoint,SELL1,SELL,130.0,136.935,136.107,TP,82.8,10764.0,92040,92055
EURJPY,2015-09-26,midpoint,BUY1,BUY,100.0,134.99,134.113,SL,-87.7,-8770.0,92232,92291
EURJPY,2015-09-26,midpoint,SELL1,SELL,130.0,134.99,134.113,TP,87.7,11401.0,92232,92291
EURJPY,2015-09-29,midpoint,BUY1,BUY,100.0,134.553,135.10299999999998,TP,55.0,5500.0,92304,92328
EURJPY,2015-09-29,midpoint,SELL1,SELL,130.0,134.553,133.937,TP,61.6,8008.0,92304,92342
EURJPY,2015-10-09,midpoint,BUY1,BUY,100.0,135.342,135.785,TP,44.3,4430.0,92544,92551
