date,side,entry,pp,r2,s2,norm_entry_dist_r2s2,adverse_norm_from_entry,extreme_norm_from_pivot,outcome,pips,bars_held
2012-04-07,BUY,106.78,107.04566666666666,108.32966666666665,105.76166666666667,0.20690550363447247,0.23598130841121434,0.4428868120456868,LOSS,-27.566666666666094,186
2012-04-09,BUY,106.374,106.46199999999999,107.136,105.78799999999998,0.13056379821957417,0.1424332344213479,0.27299703264092207,LOSS,-9.799999999999386,1
2012-04-10,SELL,107.02,106.79033333333332,107.92133333333332,105.65933333333332,0.20306513409962312,0.26259946949601853,0.46566460359564166,LOSS,-23.96666666666738,3
2012-04-11,BUY,105.459,106.13066666666667,108.14766666666667,104.11366666666667,0.3330028094529838,0.0,0.3330028094529838,WIN,66.16666666666669,26
2012-04-12,SELL,106.255,106.12933333333335,107.36833333333335,104.89033333333334,0.10142588108688114,0.0,0.10142588108688114,WIN,11.566666666664617,1
2012-04-13,SELL,106.748,106.53466666666667,107.27166666666666,105.79766666666667,0.28946178199910416,0.38534599728628743,0.6748077792853916,LOSS,-22.333333333333826,6
2012-04-14,BUY,105.8,106.212,107.581,104.843,0.3009495982469001,0.38130021913805073,0.6822498173849508,LOSS,-42.200000000000614,194
2012-04-16,BUY,105.541,105.623,105.916,105.33000000000001,0.2798634812287032,0.0,0.2798634812287032,WIN,7.200000000000784,1
2012-04-17,SELL,105.535,105.31200000000001,106.48100000000001,104.14300000000001,0.1907613344738968,0.10008554319931971,0.2908468776732165,WIN,21.299999999998477,26
2012-04-18,SELL,106.47,106.075,107.26899999999999,104.88100000000001,0.33082077051926284,0.3492462311557836,0.6800670016750465,LOSS,-40.4999999999996,14
2012-04-19,SELL,106.657,106.57,107.291,105.84899999999999,0.12066574202496928,0.2482662968099877,0.368932038834957,LOSS,-9.70000000000033,1
2012-04-20,SELL,107.28,107.05799999999999,107.94,106.17599999999999,0.25170068027211695,0.3197278911564568,0.5714285714285737,LOSS,-23.20000000000084,32
2012-04-21,SELL,107.77,107.62133333333334,108.51733333333334,106.72533333333334,0.16592261904760758,0.0,0.16592261904760758,WIN,13.866666666665651,180
2012-04-23,SELL,107.767,107.66666666666667,108.03066666666668,107.30266666666667,0.2756410256409981,0.0,0.2756410256409981,WIN,9.03333333333245,1
2012-04-24,BUY,106.626,106.90333333333332,108.35733333333333,105.44933333333331,0.19073819348921286,0.19325997248968668,0.3839981659788996,LOSS,-28.7333333333317,13
2012-04-25,SELL,107.41,107.05633333333334,108.20733333333334,105.90533333333335,0.3072690414132545,0.21112076455257167,0.5183898059658262,WIN,34.36666666666548,134
2012-04-26,SELL,107.594,107.455,107.989,106.92099999999999,0.260299625468154,0.0992509363296084,0.3595505617977624,WIN,12.89999999999958,8
