pair,date,regime,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2015-02-20,BELOW,BUY1,BUY,130.0,135.231,135.146,TP,-8.5,-1105.0,87000,87017
EURJPY,2015-02-21,ABOVE,BUY1,BUY,100.0,135.36,133.547,SL,-181.3,-18130.0,87024,87159
EURJPY,2015-02-21,ABOVE,SELL1,SELL,130.0,135.36,133.547,TP,181.3,23569.0,87024,87159
EURJPY,2015-02-23,BELOW,SELL1,SELL,100.0,135.511,135.16000000000003,TP,35.1,3510.0,87072,87080
EURJPY,2015-02-23,BELOW,BUY1,BUY,130.0,135.511,135.56,TP,4.9,637.0,87072,87111
EURJPY,2015-02-24,BELOW,SELL1,SELL,100.0,134.77,134.244,TP,52.6,5260.0,87096,87157
EURJPY,2015-02-24,BELOW,BUY1,BUY,130.0,134.77,131.444,SL,-332.6,-43238.0,87096,87347
EURJPY,2015-02-25,BELOW,SELL1,SELL,100.0,134.784,134.316,TP,46.8,4680.0,87120,87157
EURJPY,2015-02-25,BELOW,BUY1,BUY,130.0,134.784,131.516,SL,-326.8,-42484.0,87120,87347
EURJPY,2015-02-26,ABOVE,BUY1,BUY,100.0,135.031,134.569,SL,-46.2,-4620.0,87144,87156
EURJPY,2015-02-26,ABOVE,SELL1,SELL,130.0,135.031,134.569,TP,46.2,6006.0,87144,87156
