pair,buy_tp_above_yh_pips,sell_tp_after_buytp_below_yh_pips,sell_sl_above_yh_pips,shared_selltp_buysl_offset_from_yl_pips,traded_days,total_pips,raw_pips_per_day,total_weighted_pips,weighted_pips_per_day_per_100_units
EURJPY,10,30,200,0,836,1077.1,0.5899,176068.0,0.9642
EURJPY,10,30,200,10,836,1087.1,0.5953,167582.0,0.9178
EURJPY,10,30,200,20,836,1817.6,0.9954,251234.0,1.3759
EURJPY,10,30,250,-20,836,4438.0,2.4304,634906.0,3.477
EURJPY,10,30,250,-10,836,3719.1,2.0367,522120.0,2.8594
EURJPY,10,30,250,0,836,3338.5,1.8283,470050.0,2.5742
EURJPY,10,30,250,10,836,2684.3,1.47,375218.0,2.0549
EURJPY,10,30,250,20,836,3379.3,1.8507,454255.0,2.4877
EURJPY,10,30,300,-20,836,5072.7,2.778,717417.0,3.9289
EURJPY,10,30,300,-10,836,4353.8,2.3843,604631.0,3.3112
EURJPY,10,30,300,0,836,4123.2,2.2581,572061.0,3.1329
EURJPY,10,30,300,10,836,3348.9,1.834,461616.0,2.528
EURJPY,10,30,300,20,836,3808.1,2.0855,509999.0,2.793
EURJPY,10,30,350,-20,836,4488.1,2.4579,641419.0,3.5127
EURJPY,10,30,350,-10,836,3769.2,2.0642,528633.0,2.895
EURJPY,10,30,350,0,836,3650.6,1.9992,510623.0,2.7964
EURJPY,10,30,350,10,836,3076.3,1.6847,426178.0,2.3339
EURJPY,10,30,350,20,836,3643.4,1.9953,488588.0,2.6757
EURJPY,10,30,400,-20,836,4204.5,2.3026,604551.0,3.3108
EURJPY,10,30,400,-10,836,3485.6,1.9089,491765.0,2.6931
EURJPY,10,30,400,0,836,3037.0,1.6632,430855.0,2.3596
EURJPY,10,30,400,10,836,2662.7,1.4582,372410.0,2.0395
EURJPY,10,30,400,20,836,3429.8,1.8783,460820.0,2.5237
EURJPY,15,5,150,-20,836,4640.8,2.5415,632911.0,3.4661
EURJPY,15,5,150,-10,836,4645.8,2.5442,619578.0,3.3931
EURJPY,15,5,150,0,836,4620.8,2.5306,615326.0,3.3698
EURJPY,15,5,150,10,836,4060.8,2.2239,531186.0,2.909
EURJPY,15,5,150,20,836,3900.8,2.1363,503489.0,2.7573
EURJPY,15,5,200,-20,836,4268.7,2.3377,584538.0,3.2012
EURJPY,15,5,200,-10,836,4274.8,2.3411,571348.0,3.129
EURJPY,15,5,200,0,836,4294.8,2.352,572946.0,3.1377
EURJPY,15,5,200,10,836,3729.8,2.0426,488156.0,2.6734
EURJPY,15,5,200,20,836,3559.8,1.9495,459159.0,2.5146
EURJPY,15,5,250,-20,836,5845.3,3.2012,789496.0,4.3236
EURJPY,15,5,250,-10,836,5696.4,3.1196,756156.0,4.1411
EURJPY,15,5,250,0,836,5333.9,2.9211,708029.0,3.8775
EURJPY,15,5,250,10,836,4408.9,2.4145,576439.0,3.1568
EURJPY,15,5,250,20,836,3989.1,2.1846,514968.0,2.8202
EURJPY,15,5,300,-20,836,6262.3,3.4295,843706.0,4.6205
EURJPY,15,5,300,-10,836,5858.4,3.2083,777216.0,4.2564
EURJPY,15,5,300,0,836,5545.9,3.0372,735589.0,4.0284
EURJPY,15,5,300,10,836,4670.9,2.558,610499.0,3.3434
EURJPY,15,5,300,20,836,4044.4,2.2149,522157.0,2.8596
EURJPY,15,5,350,-20,836,5650.3,3.0944,764146.0,4.1848
EURJPY,15,5,350,-10,836,5246.4,2.8732,697656.0,3.8207
EURJPY,15,5,350,0,836,4945.9,2.7086,657589.0,3.6013
EURJPY,15,5,350,10,836,4120.9,2.2568,538999.0,2.9518
EURJPY,15,5,350,20,836,3544.4,1.9411,457157.0,2.5036
EURJPY,15,5,400,-20,836,5325.5,2.9165,721922.0,3.9536
EURJPY,15,5,400,-10,836,4921.6,2.6953,655432.0,3.5894
EURJPY,15,5,400,0,836,4621.1,2.5307,615365.0,3.37
EURJPY,15,5,400,10,836,3846.1,2.1063,503275.0,2.7562
EURJPY,15,5,400,20,836,3319.6,1.818,427933.0,2.3436
EURJPY,15,10,150,-20,836,4575.8,2.5059,624461.0,3.4198
EURJPY,15,10,150,-10,836,4640.8,2.5415,618928.0,3.3895
EURJPY,15,10,150,0,836,4440.8,2.432,591926.0,3.2417
EURJPY,15,10,150,10,836,3925.8,2.1499,513636.0,2.8129
EURJPY,15,10,150,20,836,3775.8,2.0678,487239.0,2.6683
EURJPY,15,10,200,-20,836,3656.6,2.0025,504965.0,2.7654
EURJPY,15,10,200,-10,836,3562.7,1.9511,478775.0,2.622
EURJPY,15,10,200,0,836,3402.7,1.8635,456973.0,2.5026
EURJPY,15,10,200,10,836,2977.7,1.6307,390383.0,2.1379
EURJPY,15,10,200,20,836,2907.7,1.5924,374386.0,2.0503
EURJPY,15,10,250,-20,836,6014.8,3.294,811531.0,4.4443
EURJPY,15,10,250,-10,836,5760.9,3.1549,764541.0,4.187
EURJPY,15,10,250,0,836,5213.4,2.8551,692364.0,3.7917
EURJPY,15,10,250,10,836,4258.4,2.3321,556874.0,3.0497
EURJPY,15,10,250,20,836,4028.6,2.2062,520103.0,2.8483
EURJPY,15,10,300,-20,836,6528.7,3.5754,878338.0,4.8102
EURJPY,15,10,300,-10,836,6014.8,3.294,797548.0,4.3677
EURJPY,15,10,300,0,836,5517.3,3.0215,731871.0,4.0081
EURJPY,15,10,300,10,836,4662.3,2.5533,609381.0,3.3372
EURJPY,15,10,300,20,836,4081.5,2.2352,526980.0,2.886
EURJPY,15,10,350,-20,836,5864.4,3.2116,791979.0,4.3372
EURJPY,15,10,350,-10,836,5350.5,2.9302,711189.0,3.8948
EURJPY,15,10,350,0,836,4865.0,2.6643,647072.0,3.5437
EURJPY,15,10,350,10,836,4110.0,2.2508,537582.0,2.944
EURJPY,15,10,350,20,836,3629.2,1.9875,468181.0,2.564
EURJPY,15,10,400,-20,836,5339.6,2.9242,723755.0,3.9636
EURJPY,15,10,400,-10,836,4825.7,2.6428,642965.0,3.5212
EURJPY,15,10,400,0,836,4340.2,2.3769,578848.0,3.17
EURJPY,15,10,400,10,836,3685.2,2.0182,482358.0,2.6416
EURJPY,15,10,400,20,836,3304.4,1.8096,425957.0,2.3327
EURJPY,15,15,150,-20,836,3901.5,2.1366,536802.0,2.9398
EURJPY,15,15,150,-10,836,3871.5,2.1202,518919.0,2.8418
EURJPY,15,15,150,0,836,3661.5,2.0052,490617.0,2.6868
EURJPY,15,15,150,10,836,3541.5,1.9395,463677.0,2.5393
EURJPY,15,15,150,20,836,3256.5,1.7834,419730.0,2.2986
EURJPY,15,15,200,-20,836,3299.1,1.8067,458490.0,2.5109
EURJPY,15,15,200,-10,836,3105.2,1.7005,419300.0,2.2963
EURJPY,15,15,200,0,836,2980.2,1.6321,402048.0,2.2018
EURJPY,15,15,200,10,836,2930.2,1.6047,384208.0,2.1041
EURJPY,15,15,200,20,836,2765.2,1.5143,355861.0,1.9489
EURJPY,15,15,250,-20,836,6051.2,3.3139,816263.0,4.4702
EURJPY,15,15,250,-10,836,5692.3,3.1174,755623.0,4.1381
EURJPY,15,15,250,0,836,4959.8,2.7162,659396.0,3.6112
EURJPY,15,15,250,10,836,4249.8,2.3274,555756.0,3.0436
EURJPY,15,15,250,20,836,4020.0,2.2015,518985.0,2.8422
EURJPY,15,15,300,-20,836,7094.1,3.885,951840.0,5.2127
EURJPY,15,15,300,-10,836,6581.7,3.6044,871245.0,4.7713
EURJPY,15,15,300,0,836,5899.2,3.2307,781518.0,4.2799
EURJPY,15,15,300,10,836,5074.2,2.7789,662928.0,3.6305
EURJPY,15,15,300,20,836,4383.2,2.4004,566201.0,3.1008
EURJPY,15,15,350,-20,836,6322.5,3.4625,851532.0,4.6634
EURJPY,15,15,350,-10,836,5810.1,3.1819,770937.0,4.222
EURJPY,15,15,350,0,836,5139.6,2.8147,682770.0,3.7392
EURJPY,15,15,350,10,836,4464.6,2.445,583680.0,3.1965
EURJPY,15,15,350,20,836,3873.6,2.1214,499953.0,2.738
EURJPY,15,15,400,-20,836,6110.9,3.3466,824024.0,4.5127
EURJPY,15,15,400,-10,836,5598.5,3.066,743429.0,4.0714
EURJPY,15,15,400,0,836,4928.0,2.6988,655262.0,3.5885
EURJPY,15,15,400,10,836,4403.0,2.4113,575672.0,3.1526
EURJPY,15,15,400,20,836,3912.0,2.1424,504945.0,2.7653
EURJPY,15,20,150,-20,836,2574.6,1.41,364305.0,1.9951
EURJPY,15,20,150,-10,836,2449.6,1.3415,334072.0,1.8295
EURJPY,15,20,150,0,836,2409.6,1.3196,327870.0,1.7956
EURJPY,15,20,150,10,836,2724.6,1.4921,357480.0,1.9577
EURJPY,15,20,150,20,836,2484.6,1.3607,319383.0,1.7491
EURJPY,15,20,200,-20,836,2681.4,1.4685,378189.0,2.0711
EURJPY,15,20,200,-10,836,2387.5,1.3075,325999.0,1.7853
EURJPY,15,20,200,0,836,2190.7,1.1997,299413.0,1.6397
EURJPY,15,20,200,10,836,2545.7,1.3941,334223.0,1.8304
EURJPY,15,20,200,20,836,2515.7,1.3777,323426.0,1.7712
EURJPY,15,20,250,-20,836,5074.6,2.7791,689305.0,3.7749
EURJPY,15,20,250,-10,836,4610.7,2.525,615015.0,3.3681
EURJPY,15,20,250,0,836,3796.4,2.0791,508154.0,2.7829
EURJPY,15,20,250,10,836,3481.7,1.9067,455903.0,2.4967
EURJPY,15,20,250,20,836,3481.9,1.9068,449032.0,2.4591
EURJPY,15,20,300,-20,836,6019.2,3.2964,812103.0,4.4474
EURJPY,15,20,300,-10,836,5401.8,2.9583,717858.0,3.9313
EURJPY,15,20,300,0,836,4637.5,2.5397,617497.0,3.3817
EURJPY,15,20,300,10,836,4172.4,2.285,545694.0,2.9885
EURJPY,15,20,300,20,836,3691.6,2.0217,476293.0,2.6084
EURJPY,15,20,350,-20,836,5472.4,2.9969,741019.0,4.0582
EURJPY,15,20,350,-10,836,4855.0,2.6588,646774.0,3.542
EURJPY,15,20,350,0,836,4102.7,2.2468,547973.0,3.0009
EURJPY,15,20,350,10,836,3837.6,2.1016,502170.0,2.7501
EURJPY,15,20,350,20,836,3456.8,1.8931,445769.0,2.4412
EURJPY,15,20,400,-20,836,5288.4,2.8962,717099.0,3.9272
EURJPY,15,20,400,-10,836,4671.0,2.5581,622854.0,3.411
EURJPY,15,20,400,0,836,3918.7,2.1461,524053.0,2.87
EURJPY,15,20,400,10,836,3853.6,2.1104,504250.0,2.7615
EURJPY,15,20,400,20,836,3572.8,1.9566,460849.0,2.5238
EURJPY,15,25,150,-20,836,2304.6,1.2621,329205.0,1.8029
EURJPY,15,25,150,-10,836,2084.6,1.1416,286622.0,1.5697
EURJPY,15,25,150,0,836,1884.6,1.0321,259620.0,1.4218
EURJPY,15,25,150,10,836,2149.6,1.1772,282730.0,1.5484
EURJPY,15,25,150,20,836,2324.6,1.2731,298583.0,1.6352
EURJPY,15,25,200,-20,836,2666.4,1.4602,376239.0,2.0605
EURJPY,15,25,200,-10,836,2272.5,1.2445,311049.0,1.7034
EURJPY,15,25,200,0,836,1905.7,1.0436,262363.0,1.4368
EURJPY,15,25,200,10,836,2245.7,1.2298,295223.0,1.6168
EURJPY,15,25,200,20,836,2595.7,1.4215,333826.0,1.8282
EURJPY,15,25,250,-20,836,5145.4,2.8179,698509.0,3.8254
EURJPY,15,25,250,-10,836,4576.5,2.5063,610569.0,3.3438
EURJPY,15,25,250,0,836,3582.2,1.9618,480308.0,2.6304
EURJPY,15,25,250,10,836,3413.9,1.8696,447089.0,2.4485
EURJPY,15,25,250,20,836,3802.4,2.0824,490697.0,2.6873
EURJPY,15,25,300,-20,836,6054.7,3.3158,816718.0,4.4727
EURJPY,15,25,300,-10,836,5332.3,2.9202,708823.0,3.8818
EURJPY,15,25,300,0,836,4388.0,2.4031,585062.0,3.2041
EURJPY,15,25,300,10,836,4149.6,2.2725,542730.0,2.9722
EURJPY,15,25,300,20,836,4152.1,2.2739,536158.0,2.9362
EURJPY,15,25,350,-20,836,5355.0,2.9326,725757.0,3.9746
EURJPY,15,25,350,-10,836,4632.6,2.537,617862.0,3.3837
EURJPY,15,25,350,0,836,3700.3,2.0265,495661.0,2.7145
EURJPY,15,25,350,10,836,3711.9,2.0328,485829.0,2.6606
EURJPY,15,25,350,20,836,3772.3,2.0659,486784.0,2.6658
EURJPY,15,25,400,-20,836,4926.0,2.6977,669987.0,3.6692
EURJPY,15,25,400,-10,836,4203.6,2.3021,562092.0,3.0783
EURJPY,15,25,400,0,836,3271.3,1.7915,439891.0,2.409
EURJPY,15,25,400,10,836,3532.9,1.9348,462559.0,2.5332
EURJPY,15,25,400,20,836,3743.3,2.05,483014.0,2.6452
EURJPY,15,30,150,-20,836,1756.5,0.9619,257952.0,1.4127
EURJPY,15,30,150,-10,836,1441.5,0.7894,203019.0,1.1118
EURJPY,15,30,150,0,836,1441.5,0.7894,202017.0,1.1063
EURJPY,15,30,150,10,836,1666.5,0.9127,219927.0,1.2044
EURJPY,15,30,150,20,836,2116.5,1.1591,271530.0,1.487
EURJPY,15,30,200,-20,836,2292.8,1.2556,327671.0,1.7945
EURJPY,15,30,200,-10,836,1798.9,0.9852,249481.0,1.3663
EURJPY,15,30,200,0,836,1722.1,0.9431,238495.0,1.3061
EURJPY,15,30,200,10,836,1827.1,1.0006,240805.0,1.3188
EURJPY,15,30,200,20,836,2477.6,1.3568,318473.0,1.7441
EURJPY,15,30,250,-20,836,4864.5,2.664,661992.0,3.6254
EURJPY,15,30,250,-10,836,4190.6,2.295,560402.0,3.069
EURJPY,15,30,250,0,836,3692.6,2.0222,494660.0,2.709
EURJPY,15,30,250,10,836,3274.3,1.7932,428941.0,2.3491
EURJPY,15,30,250,20,836,3939.3,2.1573,508494.0,2.7847
EURJPY,15,30,300,-20,836,5782.7,3.1669,781358.0,4.2791
EURJPY,15,30,300,-10,836,4955.3,2.7137,659813.0,3.6134
EURJPY,15,30,300,0,836,4607.3,2.5232,613571.0,3.3602
EURJPY,15,30,300,10,836,4118.9,2.2557,538739.0,2.9504
EURJPY,15,30,300,20,836,4442.9,2.4331,573962.0,3.1433
EURJPY,15,30,350,-20,836,5048.1,2.7646,685860.0,3.7561
EURJPY,15,30,350,-10,836,4220.7,2.3114,564315.0,3.0904
EURJPY,15,30,350,0,836,3984.7,2.1822,532633.0,2.9169
EURJPY,15,30,350,10,836,3746.3,2.0516,490301.0,2.6851
EURJPY,15,30,350,20,836,4178.2,2.2882,539551.0,2.9548
EURJPY,15,30,400,-20,836,4854.1,2.6583,660640.0,3.618
EURJPY,15,30,400,-10,836,4026.7,2.2052,539095.0,2.9523
EURJPY,15,30,400,0,836,3460.7,1.8952,464513.0,2.5439
EURJPY,15,30,400,10,836,3472.3,1.9016,454681.0,2.49
EURJPY,15,30,400,20,836,4104.2,2.2476,529931.0,2.9021
EURJPY,20,5,150,-20,836,5326.9,2.9173,724624.0,3.9684
EURJPY,20,5,150,-10,836,5141.9,2.8159,692159.0,3.7906
EURJPY,20,5,150,0,836,5226.9,2.8625,699726.0,3.832
EURJPY,20,5,150,10,836,4576.9,2.5065,600055.0,3.2862
EURJPY,20,5,150,20,836,4160.8,2.2786,552979.0,3.0284
EURJPY,20,5,200,-20,836,5069.8,2.7765,691201.0,3.7853
EURJPY,20,5,200,-10,836,4885.9,2.6757,658879.0,3.6083
EURJPY,20,5,200,0,836,4910.9,2.6894,658646.0,3.607
EURJPY,20,5,200,10,836,4305.9,2.3581,564825.0,3.0932
EURJPY,20,5,200,20,836,3879.8,2.1248,516449.0,2.8283
EURJPY,20,5,250,-20,836,6296.4,3.4482,850659.0,4.6586
EURJPY,20,5,250,-10,836,5957.5,3.2626,798187.0,4.3712
EURJPY,20,5,250,0,836,5650.0,3.0942,754729.0,4.1332
EURJPY,20,5,250,10,836,4735.0,2.5931,620608.0,3.3987
EURJPY,20,5,250,20,836,4059.1,2.2229,539758.0,2.956
EURJPY,20,5,300,-20,836,6973.4,3.8189,938669.0,5.1406
EURJPY,20,5,300,-10,836,6379.5,3.4937,853047.0,4.6717
EURJPY,20,5,300,0,836,6172.0,3.3801,822589.0,4.5049
EURJPY,20,5,300,10,836,5357.0,2.9337,701468.0,3.8416
EURJPY,20,5,300,20,836,4474.4,2.4504,593747.0,3.2516
