side,bucket,bin,trades,wins,losses,avg_win_pips,avg_loss_pips,expectancy_pips,avg_r,sum_win_pips,sum_loss_pips,indicator,win_rate,rr_ratio,profit_factor
SELL,25-30%,Q1,36,20,16,31.70666666666678,32.64531250000087,3.105787037036714,0.07284902278840873,634.1333333333356,522.3250000000139,cci20,0.5555555555555556,0.9712471481676255,1.214058935209532
SELL,30-35%,Q5,52,25,27,34.610666666666816,35.11006172839542,-1.590480769230886,0.08789791293778364,865.2666666666704,947.9716666666765,cci20,0.4807692307692308,0.9857762978148022,0.912755831310002
BUY,00-05%,Q4,32,24,8,2.401388888889064,8.512500000000522,-0.3270833333333325,-0.007355591139888162,57.63333333333753,68.10000000000417,di_minus14,0.75,0.28210148474465985,0.8463044542339795
BUY,05-10%,Q4,39,34,5,5.873529411764883,51.73433333333412,-1.5120940170939634,-0.029326042696974024,199.700000000006,258.6716666666706,di_minus14,0.8717948717948718,0.11353252343894371,0.7720211593848172
BUY,10-15%,Q4,55,46,9,11.859420289854832,29.486296296296448,5.09375757575735,0.05058735924409592,545.5333333333223,265.37666666666803,di_minus14,0.8363636363636363,0.40220108251928555,2.0556944217652373
BUY,15-20%,Q4,59,42,17,21.761904761904663,41.99588235294045,3.391016949152684,0.016478459509626113,913.9999999999959,713.9299999999877,di_minus14,0.711864406779661,0.5181913926468781,1.2802375583040517
BUY,20-25%,Q3,53,36,17,32.235185185184775,32.92166666666731,11.335817610062403,0.12550404319272632,1160.466666666652,559.6683333333443,di_minus14,0.6792452830188679,0.979148033772616,2.073489953871422
BUY,25-30%,Q4,50,26,24,35.7089743589739,36.587777777777355,1.0065333333332942,-0.01959544094805364,928.4333333333213,878.1066666666566,di_minus14,0.52,0.9759809566970415,1.0573127030884615
BUY,30-35%,Q5,34,23,11,52.46376811594178,34.996666666666506,24.1677450980391,0.5066294490304283,1206.666666666661,384.9633333333316,di_minus14,0.6764705882352942,1.4991075754626733,3.1344976577855896
SELL,00-05%,Q4,59,36,23,2.532407407407037,5.064637681159041,-0.4291525423729593,-0.01878821252770106,91.16666666665333,116.48666666665792,di_minus14,0.6101694915254238,0.5000174872978271,0.7826360670748598
SELL,05-10%,Q5,41,36,5,8.500925925925962,45.769333333333634,1.8826016260162546,-0.0036123531338990685,306.0333333333346,228.84666666666817,di_minus14,0.8780487804878049,0.1857340998177653,1.33728551868791
SELL,10-15%,Q1,53,48,5,11.000000000000009,45.62866666666628,5.657672955974889,0.1382195826115545,528.0000000000005,228.14333333333138,di_minus14,0.9056603773584906,0.24107651622518234,2.3143345557617505
SELL,15-20%,Q5,49,38,11,21.060526315789573,55.28257575757504,3.922278911564865,0.10893511327621785,800.3000000000038,608.1083333333254,di_minus14,0.7755102040816326,0.38096137937103586,1.3160484014635785
SELL,20-25%,Q1,76,50,26,30.466000000000495,47.73814102564041,3.711951754386496,0.08505116830548595,1523.3000000000247,1241.1916666666507,di_minus14,0.6578947368421053,0.6381899115769306,1.2272882914940972
SELL,25-30%,Q3,79,44,35,36.614393939393445,35.05619047619017,4.861603375527286,0.07225486367082715,1611.0333333333115,1226.9666666666558,di_minus14,0.5569620253164557,1.0444487390682566,1.3130212719715226
SELL,30-35%,Q2,35,19,16,39.07368421052551,35.70854166666699,4.887523809523226,0.23065483028622907,742.3999999999847,571.3366666666718,di_minus14,0.5428571428571428,1.0942391480243452,1.2994089882789097
BUY,00-05%,Q2,39,28,11,2.41904761904789,4.926969696969835,0.3470940170941722,-0.0033200380961705667,67.73333333334091,54.19666666666819,di_plus14,0.717948717948718,0.49098081941434357,1.249769358509238
